,SPY,XLF,XLK,XLU,XLI,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,ETH,LTC
2019-12-04,311.47,29.83,86.47,63.3,80.08,99.75,120.89,61.97,59.08,20.68,45.34,28.13,43.9,17.22,47.15
2019-12-05,312.04,29.975,86.81,63.39,80.13,99.77,120.78,62.47,59.48,20.49,45.81,28.38,43.76,17.18,47.18
2019-12-06,314.82,30.36,87.75,63.24,81.1,100.4,121.76,62.56,60.07,21.24,45.98,28.6,44.78,17.37,47.19
2019-12-09,313.87,30.29,87.32,62.98,80.81,99.73,121.88,62.63,59.99,21.38,45.89,28.88,44.94,17.59,47.04
2019-12-10,313.55,30.28,87.37,62.96,80.7,99.88,121.68,62.72,59.625,21.54,45.58,28.96,44.92,17.54,46.1
2019-12-11,314.41,30.22,87.95,63.16,81.21,100.02,121.98,62.66,60.06,21.4,46.01,29.23,44.62,17.74,45.47
2019-12-12,317.14,30.82,88.91,62.87,81.92,100.94,123.07,62.62,60.92,22.24,45.91,29.53,45.55,17.77,44.51
2019-12-13,317.28,30.69,89.5,63.4,81.71,100.86,123.18,62.4,60.43,21.76,45.78,29.19,44.67,17.74,44.08
2019-12-16,319.51,30.82,90.27,64.19,81.68,101.96,123.69,62.96,60.71,22.37,45.88,29.0,44.62,17.93,44.1
2019-12-17,319.56,30.95,90.1,64.36,81.6,101.85,124.28,62.92,60.81,22.96,45.78,29.08,45.15,18.24,43.75
2019-12-18,319.57,30.81,90.08,64.64,81.24,102.01,124.36,63.01,60.69,23.11,45.56,29.29,45.63,18.43,44.16
2019-12-19,320.91,30.81,90.7,64.62,81.47,102.38,124.77,62.89,60.89,23.395,45.39,28.97,45.84,18.61,44.53
2019-12-20,320.95,30.68,90.92,64.6,81.54,102.74,124.55,62.82,60.825,23.21,45.8,28.485,45.71,18.57,44.53
2019-12-23,321.22,30.63,91.22,63.98,82.07,103.08,124.33,63.22,61.06,23.72,45.42,28.87,45.52,18.68,44.04
2019-12-24,321.26,30.66,91.25,64.065,81.78,102.98,124.54,62.9,61.11,23.7,45.69,29.16,45.74,18.84,43.93
2019-12-26,322.91,30.84,91.93,64.19,81.97,102.9,126.05,62.98,61.38,23.78,45.63,29.31,46.07,18.91,43.88
2019-12-27,322.86,30.79,91.93,64.36,81.91,102.94,126.07,63.1,61.19,23.36,45.58,29.17,46.25,18.93,44.26
2019-12-30,321.1,30.69,91.435,64.35,81.51,101.65,125.25,63.14,60.97,23.36,45.46,29.17,45.94,19.19,44.4
2019-12-31,321.89,30.77,91.69,64.65,81.48,101.88,125.42,62.79,61.44,23.71,45.54,29.28,46.02,19.07,44.75
2020-01-02,324.84,31.08,93.38,63.8,83.0,102.15,126.9,63.1,60.7,23.64,45.64,29.15,45.65,18.58,44.03
2020-01-03,322.44,30.74,92.38,63.86,82.87,101.25,125.82,62.25,59.7,24.0,45.43,28.88,45.32,18.52,44.88
2020-01-06,323.67,30.74,92.62,64.02,82.85,101.86,126.18,62.29,59.44,24.225,45.76,28.62,45.5,18.69,45.03
2020-01-07,322.76,30.54,92.52,63.89,82.76,101.64,125.99,62.32,59.32,24.47,45.55,28.79,45.35,18.47,44.63
2020-01-08,324.42,30.71,93.5,63.9,82.98,102.31,126.31,62.08,59.61,23.53,46.02,28.27,45.37,18.22,44.62
2020-01-09,326.62,30.94,94.55,64.22,83.35,102.77,127.01,62.45,59.81,23.44,46.09,27.81,45.23,17.68,44.86
2020-01-10,325.7,30.71,94.36,64.38,82.76,102.8,126.36,62.76,59.56,23.2,46.15,27.56,45.07,17.63,45.17
2020-01-13,327.94,30.92,95.62,64.8,83.48,102.43,126.76,62.68,60.36,22.87,46.53,27.81,45.37,17.85,46.1
2020-01-14,327.43,30.85,95.08,64.97,83.46,103.05,126.71,62.99,60.11,23.11,46.68,28.1,45.61,17.66,45.68
2020-01-15,328.17,30.69,95.17,65.89,83.58,103.95,126.42,63.04,60.52,22.86,47.26,28.01,45.31,17.91,46.22
2020-01-16,330.9,30.93,96.48,66.29,84.41,104.49,127.55,63.62,60.87,22.76,47.63,27.94,45.95,18.2,46.84
2020-01-17,332.01,31.04,97.13,66.78,84.4,104.5,127.99,63.7,61.15,22.37,47.6,27.45,45.9,17.92,46.73
2020-01-21,331.31,30.78,97.09,67.35,83.51,104.62,127.64,63.73,60.5,21.61,47.97,26.67,45.61,17.61,47.31
2020-01-22,331.39,30.87,97.44,67.56,83.03,104.74,127.53,64.06,60.26,21.14,48.18,26.58,45.46,17.95,46.65
2020-01-23,331.74,30.79,97.92,68.16,83.96,104.19,127.71,63.88,60.18,20.82,48.73,26.37,45.44,18.02,47.1
2020-01-24,328.75,30.38,97.45,68.38,83.55,102.47,125.98,64.08,59.76,20.42,48.09,25.99,44.88,17.74,46.95
2020-01-27,323.52,29.91,95.14,68.18,81.98,101.68,124.09,63.05,58.48,19.68,47.73,25.48,44.46,17.51,46.86
2020-01-28,326.89,30.26,96.93,68.45,82.51,102.18,125.29,63.43,59.09,19.98,48.67,25.12,44.74,17.47,46.85
2020-01-29,326.62,30.22,97.17,68.64,82.95,101.91,125.21,63.52,59.3,19.565,48.18,25.32,44.61,17.03,46.79
2020-01-30,327.66,30.59,98.02,69.27,83.03,101.15,125.04,63.18,58.94,19.63,48.15,25.38,44.36,16.62,46.49
2020-01-31,321.74,29.98,95.32,68.96,81.12,99.14,125.34,63.93,57.62,19.15,46.97,24.9,43.06,16.13,46.13
2020-02-03,324.14,30.16,96.6,69.2,81.09,100.05,126.2,63.41,58.87,18.83,47.28,25.11,43.51,16.11,46.53
2020-02-04,329.08,30.47,99.13,68.5,82.605,101.79,128.41,63.68,59.9,18.9,47.5,25.7,43.84,15.83,46.81
2020-02-05,332.82,31.07,99.73,68.78,83.98,103.78,129.18,63.77,61.0,19.94,48.44,26.76,44.84,15.05,47.03
2020-02-06,333.96,31.03,100.62,68.79,84.24,103.87,128.9,64.14,60.97,19.54,48.22,26.69,44.56,14.58,47.42
2020-02-07,332.2,30.94,99.7,68.6,83.66,103.03,128.31,64.18,60.09,19.205,47.925,26.06,43.91,14.5,47.32
2020-02-10,334.69,31.0,101.05,68.84,84.14,103.57,129.77,64.29,60.08,18.72,48.37,26.02,44.03,14.49,47.68
2020-02-11,335.29,31.12,100.72,69.09,84.44,104.21,130.77,64.63,60.39,18.83,48.82,26.34,44.39,14.4,47.65
2020-02-12,337.41,31.14,101.77,69.14,85.21,104.34,132.1,64.37,60.7,19.07,49.04,26.05,45.1,14.56,48.02
2020-02-13,337.08,31.14,101.51,69.91,84.72,103.85,131.87,64.12,60.51,18.96,49.0,26.03,44.93,14.68,48.91
2020-02-14,337.6,31.165,101.95,70.39,84.64,103.93,131.69,64.71,60.52,18.76,49.23,25.62,44.83,14.56,49.13
2020-02-18,336.7,30.8998,101.62,70.97,84.19,103.58,131.67,64.7,60.39,18.61,48.87,25.86,45.02,14.8,48.93
2020-02-19,338.31,31.12,102.78,70.22,84.14,104.05,132.27,64.57,60.51,19.13,48.91,26.17,45.13,14.62,48.49
2020-02-20,336.98,31.08,101.74,70.44,84.0,103.37,132.35,64.38,60.59,19.2,49.24,25.79,46.09,14.74,48.87
2020-02-21,333.49,30.77,99.45,70.33,83.65,103.43,130.31,64.36,60.36,18.79,48.94,25.64,45.79,14.6,49.66
2020-02-24,322.41,29.78,95.31,69.52,81.19,100.17,125.83,63.77,58.64,17.635,47.74,24.87,44.16,14.22,50.03
2020-02-25,312.7,28.76,92.33,68.03,77.93,97.19,122.46,63.2,56.12,16.71,46.04,23.99,42.69,13.37,49.3
2020-02-26,311.55,28.58,92.67,67.37,77.34,97.12,121.5,62.21,55.93,15.87,44.93,23.58,41.71,13.45,49.86
2020-02-27,297.55,27.32,87.7,64.33,74.42,93.87,116.52,61.12,53.32,14.83,43.82,22.56,40.55,13.36,47.04
2020-02-28,296.16,26.64,88.6,62.2,73.65,92.62,115.94,57.81,52.8,15.41,42.61,22.13,40.31,13.17,44.83
2020-03-02,309.08,27.94,93.5,65.83,75.64,96.99,119.82,58.11,54.99,15.38,44.23,22.72,40.91,13.33,46.01
2020-03-03,300.34,26.88,89.9,65.04,73.77,94.49,116.89,61.18,54.53,14.85,43.86,22.42,40.02,13.21,46.69
2020-03-04,312.91,27.77,93.78,68.76,76.84,100.04,120.92,61.11,56.76,14.89,45.94,22.95,41.06,13.68,48.8
2020-03-05,302.45,26.45,90.79,67.67,73.08,97.69,116.38,61.83,54.95,14.29,44.33,22.08,39.57,13.3,48.77
2020-03-06,297.42,25.57,88.91,67.13,72.44,97.15,114.65,60.39,53.54,12.91,43.21,21.33,39.13,13.31,47.07
2020-03-09,274.4,22.77,82.13,63.42,65.77,92.08,107.41,58.14,48.5,8.56,39.55,18.56,36.98,12.39,41.73
2020-03-10,288.44,24.17,87.65,64.04,69.23,95.31,113.34,60.1,50.5,9.9273,41.08,19.27,37.68,11.92,40.32
2020-03-11,274.36,22.83,83.49,60.83,65.14,91.56,107.16,59.05,48.09,9.315,37.97,17.81,34.97,11.57,36.91
2020-03-12,248.1,20.36,75.39,54.71,58.31,84.815,96.11,53.89,43.46,8.25,33.67,15.78,30.69,10.515,29.55
2020-03-13,270.93,23.09,84.22,57.69,62.99,90.81,102.2,54.77,46.51,9.42,35.17,16.82,32.71,11.66,33.58
2020-03-16,239.41,19.88,72.58,51.14,55.79,81.755,89.38,51.35,41.26,8.65,28.6,15.62,28.71,10.25,28.24
2020-03-17,254.19,20.98,77.5,57.59,58.13,86.86,92.6,53.79,43.95,8.55,28.59,17.11,30.09,10.63,31.68
2020-03-18,241.01,19.18,74.49,55.21,53.9301,84.0,87.46,54.75,41.19,7.775,25.69,14.52,27.85,9.97,25.21
2020-03-19,241.16,19.6,74.72,52.07,54.17,82.39,90.53,55.16,42.17,8.3,26.96,15.24,29.25,11.74,28.7
2020-03-20,228.94,18.91,71.41,47.92,51.33,78.69,87.95,54.04,40.61,8.25,25.64,14.52,27.92,11.2,27.41
2020-03-23,222.51,17.62,70.2,44.92,48.75,74.8,87.42,50.01,38.37,7.51,24.72,14.33,26.92,10.67,26.18
2020-03-24,243.59,19.85,77.64,49.76,54.97,80.31,95.77,50.75,42.88,8.46,28.55,16.13,29.76,11.68,28.43
2020-03-25,246.77,20.39,77.46,51.11,57.92,81.39,97.42,51.0,43.82,8.56,30.57,16.23,30.29,11.61,30.0398
2020-03-26,261.39,21.69,82.33,55.39,61.46,86.89,101.44,51.59,45.98,8.65,31.93,16.58,31.18,12.13,30.95
2020-03-27,253.39,20.99,78.64,55.66,58.92,85.0,98.11,52.59,44.26,8.04,30.6,15.64,30.05,11.28,30.96
2020-03-30,261.68,21.42,81.9,57.73,59.76,88.97,100.12,54.03,45.67,32.0,30.82,15.91,30.03,10.79,30.6
2020-03-31,257.7,20.8,80.45,55.44,59.01,88.57,98.03,55.4,45.03,32.9,29.76,16.14,29.81,10.21,30.92
2020-04-01,246.12,19.55,76.61,52.06,56.37,85.19,93.76,52.99,43.03,31.02,27.36,15.84,28.03,9.45,27.29
2020-04-02,251.87,20.04,78.36,53.72,57.13,87.59,94.04,52.81,43.66,33.66,27.24,16.11,27.66,8.92,28.26
2020-04-03,248.21,19.63,77.08,51.79,56.32,86.72,92.41,54.7,42.62,34.96,26.52,15.68,27.21,8.61,27.13
2020-04-06,264.96,21.03,83.74,55.8,60.17,91.34,100.21,56.73,45.77,36.77,29.79,16.87,30.2,9.68,29.77
2020-04-07,265.1,21.26,82.94,55.11,60.1,90.51,101.67,58.3,46.92,37.83,30.58,16.88,31.01,9.46,31.12
2020-04-08,274.07,22.19,85.2,58.09,62.25,94.29,104.8,57.17,49.29,41.26,32.57,17.41,32.39,9.59,33.51
2020-04-09,278.24,23.37,85.23,60.83,63.16,94.84,106.69,57.75,51.39,41.41,33.8,18.6,33.56,10.55,36.37
