,SPY,XLF,XLK,XLU,XLI,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,ETH,LTC
2012-12-13,142.69,16.05,28.97,35.3499,33.43,40.67,47.06,36.19,36.345,53.72,25.79,43.84,31.155,26.37,32.76
2012-12-14,142.11,16.0,28.7,35.22,33.35,40.53,46.88,35.93,36.67,53.82,25.6,44.57,31.035,24.08,32.61
2012-12-17,143.77,16.34,29.05,35.75,33.66,40.815,47.72,36.04,37.03,54.52,26.3334,44.55,31.535,25.02,33.18
2012-12-18,145.35,16.58,29.47,36.02,34.1,41.135,48.25,35.97,37.47,55.84,26.89,45.31,31.855,25.45,33.89
2012-12-19,144.28,16.465,29.31,35.73,33.91,40.7,47.89,36.08,37.29,55.4,26.77,44.98,31.795,25.11,34.03
2012-12-20,145.09,16.7,29.385,35.87,34.09,40.76,48.02,35.73,37.67,55.83,26.87,45.11,31.725,25.22,34.88
2012-12-21,142.8,16.4,28.96,35.29,33.9,40.22,47.24,35.18,37.02,55.05,26.43,44.39,31.13,25.41,34.89
2012-12-24,142.35,16.38,28.86,35.16,33.8,40.07,47.32,35.05,37.2,54.17,26.28,44.19,31.08,25.27,35.0
2012-12-26,141.71,16.365,28.7,34.85,33.68,39.91,46.85,35.05,37.44,53.96,26.02,44.62,30.545,25.14,34.91
2012-12-27,141.5899,16.31,28.675,34.79,33.63,39.87,46.9,34.76,37.28,53.58,26.03,44.25,30.595,25.3,34.95
2012-12-28,139.95,16.17,28.34,34.445,33.26,39.45,46.49,34.63,36.8,52.62,25.9,43.61,30.455,25.12,34.9
2012-12-31,142.46,16.41,28.92,34.94,33.87,39.94,47.46,34.38,37.56,54.1,26.62,45.11,31.195,25.71,35.17
2013-01-02,146.09,16.87,29.78,35.57,34.69,40.7,48.42,35.4,38.48,55.29,27.31,46.4,31.435,26.94,35.82
2013-01-03,145.77,16.86,29.63,35.57,34.7,40.72,48.57,35.75,38.21,55.41,27.39,45.97,31.72,27.33,35.66
2013-01-04,146.38,17.065,29.5,35.75,34.96,40.9,48.72,35.67,38.655,56.0,27.6,46.61,31.945,27.13,36.31
2013-01-07,145.965,17.005,29.47,35.34,34.81,41.04,48.59,35.7599,38.59,55.74,27.44,46.7,31.61,26.98,36.24
2013-01-08,145.54,16.97,29.335,35.285,34.54,41.04,48.47,35.55,38.64,55.81,27.49,45.89,31.495,26.84,36.13
2013-01-09,145.95,16.935,29.39,35.21,34.89,41.47,48.56,35.56,38.9,55.1,27.76,46.07,31.5,26.91,36.37
2013-01-10,147.07,17.155,29.55,35.3775,35.06,41.79,48.84,35.66,39.04,55.91,27.75,46.04,31.52,27.21,36.37
2013-01-11,147.11,17.11,29.605,35.39,34.94,41.74,48.9,35.8,39.0,56.07,27.76,45.3,31.53,27.5,36.46
2013-01-14,146.96,17.07,29.385,35.34,35.07,41.83,49.01,35.91,39.04,56.03,27.66,44.95,31.61,27.81,36.66
2013-01-15,147.04,17.13,29.2,35.43,35.17,41.75,49.34,35.96,39.05,56.52,27.84,45.37,32.27,27.76,36.78
2013-01-16,147.04,17.15,29.33,35.25,35.03,41.68,49.22,36.05,38.81,56.6,27.62,44.9,32.38,27.51,36.51
2013-01-17,147.92,17.135,29.44,35.41,35.4,42.04,49.76,36.24,39.11,57.02,28.16,45.24,32.575,28.53,36.66
2013-01-18,148.33,17.15,29.39,35.69,35.69,42.17,49.84,36.4,39.32,57.27,28.19,45.52,32.77,27.94,36.45
2013-01-22,149.0901,17.305,29.45,35.98,35.83,42.31,49.96,36.445,39.69,58.09,28.3,46.135,32.78,28.23,36.9
2013-01-23,149.37,17.3,29.78,35.89,35.84,42.26,50.0,36.47,39.51,57.49,28.53,45.63,32.83,28.49,36.78
2013-01-24,149.38,17.39,29.26,36.06,36.05,42.54,50.37,36.5,39.61,57.43,28.82,44.78,33.11,27.84,37.03
2013-01-25,150.2,17.47,29.31,36.25,36.17,42.87,50.89,36.72,39.77,57.87,29.12,44.69,33.556,28.39,36.85
2013-01-28,150.04,17.4,29.385,36.2,36.2,42.69,50.67,36.76,39.38,57.35,28.78,43.92,33.49,28.49,37.11
2013-01-29,150.67,17.47,29.435,36.47,36.28,43.17,50.48,36.765,39.6,58.46,29.095,44.38,33.528,28.45,37.25
2013-01-30,150.1,17.39,29.36,36.495,35.95,43.04,50.38,36.97,39.38,58.28,28.8,43.58,33.215,28.46,37.17
2013-01-31,149.81,17.38,29.39,36.62,35.82,42.9,50.13,36.95,39.05,58.15,28.81,43.87,33.535,28.93,37.23
2013-02-01,151.22,17.615,29.74,36.69,36.17,43.24,50.41,37.12,39.51,58.69,28.73,44.3895,33.545,29.53,37.45
2013-02-04,149.54,17.39,29.335,36.46,35.86,42.76,49.82,37.05,39.11,57.97,28.41,43.86,33.175,29.29,37.16
2013-02-05,151.06,17.5861,29.69,36.53,36.19,43.25,50.35,37.03,39.33,59.11,28.66,43.7,33.785,29.1,37.23
2013-02-06,151.17,17.61,29.68,36.64,36.2,43.24,50.45,37.16,39.38,59.47,28.56,44.56,33.865,29.16,37.27
2013-02-07,150.94,17.55,29.68,36.69,36.15,43.08,50.31,37.28,39.15,59.16,28.34,44.28,33.735,28.52,37.32
2013-02-08,151.78,17.605,29.93,36.695,36.29,43.37,50.7,37.56,39.4,59.84,28.42,44.4,33.99,28.669,37.74
2013-02-11,151.76,17.675,29.96,36.78,36.27,43.3,50.55,37.53,39.32,59.32,28.36,44.37,33.88,28.64,37.9
2013-02-12,152.01,17.815,29.88,36.94,36.43,43.25,50.76,37.52,39.37,59.01,29.212,44.59,33.92,28.7,38.15
2013-02-13,152.16,17.77,29.865,36.92,36.62,43.23,50.86,37.51,39.52,59.39,29.28,44.06,33.865,28.72,38.25
2013-02-14,152.29,17.83,29.8,36.63,36.68,43.32,50.88,37.59,39.36,59.58,29.14,44.96,33.87,28.66,38.12
2013-02-15,152.149,17.77,29.77,36.73,36.7,43.4,50.93,37.5,39.35,58.45,29.08,44.36,33.75,28.42,38.63
2013-02-19,153.22,17.92,29.97,37.05,36.96,43.6755,51.14,37.71,39.19,59.38,29.01,43.97,34.35,28.529,38.8505
2013-02-20,151.31,17.67,29.565,36.975,36.48,43.39,50.36,38.03,38.09,57.33,27.71,41.88,33.785,28.21,38.23
2013-02-21,150.41,17.515,29.34,36.81,36.21,43.2,49.93,37.89,37.74,57.3,27.57,41.45,33.64,27.68,38.43
2013-02-22,151.84,17.73,29.69,37.19,36.5,43.41,50.23,38.12,38.23,58.32,27.95,41.5,33.66,27.6,38.75
2013-02-25,149.01,17.2599,29.26,36.83,35.75,42.88,49.4,38.39,37.36,56.45,26.95,40.41,32.975,26.87,38.3
2013-02-26,150.01,17.35,29.44,36.97,35.96,43.0,49.91,37.83,37.76,56.84,27.75,40.71,33.095,26.89,38.73
2013-02-27,151.91,17.63,29.7,37.33,36.64,43.5,50.68,37.88,38.41,57.86,28.37,41.13,33.625,27.78,38.75
2013-02-28,151.61,17.59,29.64,37.451,36.62,43.44,50.69,38.15,38.48,58.06,28.29,40.64,33.58,27.94,38.58
2013-03-01,152.13,17.64,29.69,37.52,36.55,43.77,51.01,37.9,38.52,57.9,28.41,39.76,33.725,27.93,39.04
2013-03-04,152.87,17.79,29.76,37.87,36.48,44.03,51.49,38.15,38.57,57.6,28.74,39.24,33.96,27.65,39.28
2013-03-05,154.31,17.94,30.2,38.08,37.0,44.42,52.01,38.64,38.83,58.19,29.21,39.37,34.38,27.5,39.62
2013-03-06,154.51,18.07,30.16,38.07,37.0,44.5,51.97,38.67,39.15,58.57,29.25,40.67,34.22,27.5,39.59
2013-03-07,154.79,18.2,30.235,37.89,37.03,44.45,52.05,38.65,39.26,59.94,29.17,40.86,34.445,28.14,39.48
2013-03-08,155.44,18.25,30.29,37.99,37.38,44.54,52.61,38.67,39.59,60.59,29.54,41.46,34.75,29.105,39.35
2013-03-11,156.0,18.38,30.37,38.092,37.5,44.76,52.75,38.68,39.78,60.63,29.675,41.25,34.715,30.33,39.46
2013-03-12,155.7,18.2756,30.25,37.97,37.29,44.95,52.6,38.65,39.83,60.79,29.4,41.31,34.64,30.37,39.31
2013-03-13,155.88,18.34,30.22,38.11,37.47,44.98,52.88,38.7,39.74,60.51,29.51,40.57,35.095,30.78,39.37
2013-03-14,156.73,18.45,30.445,38.21,37.64,45.04,52.95,38.77,39.98,62.11,29.8,40.89,35.32,30.55,39.78
2013-03-15,155.84,18.44,30.21,38.13,37.69,44.7,52.61,38.59,39.85,61.95,29.71,41.22,35.175,30.69,39.66
2013-03-18,154.95,18.27,30.19,37.92,37.45,44.46,52.21,38.28,39.57,61.64,29.775,41.1,35.04,30.93,39.49
2013-03-19,154.64,18.17,30.16,38.02,37.42,44.46,51.84,38.41,39.41,60.61,29.79,40.51,34.675,30.96,39.06
2013-03-20,155.65,18.29,30.329,38.31,37.46,44.87,52.45,38.82,39.7,61.12,30.53,40.71,35.195,32.14,39.27
2013-03-21,154.36,18.08,29.975,38.11,37.09,44.6,52.0,38.99,39.03,60.23,29.92,40.75,34.875,31.47,38.99
2013-03-22,155.51,18.18,30.17,38.17,37.37,44.93,52.61,39.11,39.055,60.4,30.01,40.56,35.13,31.89,39.27
2013-03-25,155.0,18.12,30.09,38.09,37.04,44.79,52.51,39.37,38.78,60.18,29.89,40.48,35.135,32.15,39.67
2013-03-26,156.14,18.2443,30.29,38.47,37.23,45.33,52.8,39.42,39.03,60.92,29.96,40.55,35.13,32.79,39.97
2013-03-27,156.13,18.1601,30.19,38.62,37.23,45.56,52.81,39.55,39.04,60.74,30.14,40.77,35.075,33.14,40.48
2013-03-28,156.58,18.19,30.25,39.09,37.45,45.97,52.97,39.64,39.21,60.49,30.025,40.38,35.18,32.91,40.61
2013-04-01,156.06,18.11,30.05,39.015,37.04,46.095,52.61,39.77,38.84,59.83,29.54,39.43,34.815,32.36,40.8
2013-04-02,156.8,18.23,30.2,39.16,36.92,46.74,53.06,39.87,38.49,58.86,29.34,38.3,34.91,32.47,41.73
2013-04-03,155.26,17.9258,29.97,39.05,36.7,46.49,52.52,40.27,38.16,57.49,28.52,37.6,34.51,31.48,41.85
2013-04-04,155.851,18.081,29.97,39.41,36.86,46.67,52.84,39.82,38.47,57.5,28.68,37.9184,35.08,31.7,42.43
2013-04-05,155.19,18.03,29.75,39.58,36.79,46.38,52.61,39.61,38.3,58.28,28.906,37.96,35.055,31.82,42.73
2013-04-08,156.19,18.21,29.85,39.89,37.0,46.45,53.18,39.66,38.44,59.2,29.52,37.99,35.35,32.36,42.96
2013-04-09,156.74,18.28,30.06,39.76,37.12,46.61,53.05,40.18,38.86,59.89,29.27,39.27,35.16,32.96,43.6
2013-04-10,158.7,18.51,30.59,40.08,37.62,47.389,53.66,40.17,39.14,60.25,29.44,39.21,35.75,32.97,44.3
2013-04-11,159.21,18.55,30.5,40.18,37.71,47.84,54.12,40.46,39.31,60.02,29.56,38.94,36.48,33.05,43.8
2013-04-12,158.798,18.48,30.37,40.32,37.5,47.92,54.4,40.41,38.76,58.75,29.63,38.05,36.51,32.63,43.44
2013-04-15,155.1,18.065,29.88,39.75,36.36,47.03,52.99,40.64,37.28,55.2,28.15,35.65,35.32,31.39,42.23
2013-04-16,157.39,18.36,30.25,40.21,36.85,47.72,53.72,40.35,37.98,56.36,28.73,35.76,35.715,31.94,43.5
2013-04-17,155.06,18.02,29.61,40.0,36.24,47.5,53.19,40.64,37.43,54.71,28.39,34.56,35.18,30.7,43.44
2013-04-18,154.17,17.83,29.32,40.14,36.08,46.93,52.6,40.4,37.33,55.43,28.02,35.14,34.83,30.09,43.47
2013-04-19,155.45,18.07,29.33,40.72,36.26,47.61,53.23,40.44,37.75,55.1,28.69,35.16,35.225,30.83,44.65
2013-04-22,156.18,18.1,29.575,40.69,36.3,47.89,53.48,40.97,38.13,55.4,28.91,35.23,35.36,30.91,45.09
2013-04-23,157.82,18.43,29.91,40.79,36.56,48.18,54.01,41.22,38.46,55.9,29.68,35.02,35.79,31.86,45.56
2013-04-24,157.88,18.53,29.94,40.92,36.94,47.35,54.05,41.27,39.04,57.3,29.98,36.42,36.07,30.11,45.75
2013-04-25,158.55,18.65,30.06,40.95,37.13,47.56,54.52,40.86,39.45,57.39,30.38,36.74,36.655,30.17,45.84
2013-04-26,158.24,18.56,30.05,40.97,37.02,47.54,54.28,40.8,38.91,56.91,30.47,36.09,36.505,29.51,45.48
2013-04-29,159.33,18.65,30.46,41.29,37.21,47.7,54.46,41.01,39.49,57.77,30.49,36.55,36.505,29.84,46.18
2013-04-30,159.7,18.7,30.79,41.42,37.22,47.31,54.58,40.98,39.56,57.4,30.3,37.17,36.735,29.27,46.49
2013-05-01,158.2725,18.5,30.56,41.03,36.74,46.86,54.33,40.89,38.87,56.11,29.82,36.48,36.24,28.52,45.7
2013-05-02,159.72,18.65,30.91,40.95,37.19,47.35,54.85,40.91,39.13,57.14,30.47,36.45,36.68,29.16,46.09
2013-05-03,161.38,18.85,31.2,40.88,37.83,47.65,55.53,41.27,39.83,58.68,30.88,37.43,37.285,30.33,45.72
2013-05-06,161.79,19.05,31.35,40.31,38.07,47.37,55.71,41.2,39.93,59.15,31.16,37.57,37.25,30.39,46.45
2013-05-07,162.59,19.15,31.33,40.7,38.42,47.5,56.13,41.01,40.31,59.93,31.27,37.28,37.62,30.77,46.44
2013-05-08,163.34,19.3,31.58,40.355,38.67,47.66,56.24,41.3,40.67,59.81,31.39,38.5,37.69,31.0,46.08
2013-05-09,162.88,19.15,31.48,39.72,38.67,47.72,56.32,41.26,40.61,59.53,31.4701,38.01,37.685,31.26,45.87
2013-05-10,163.45,19.2301,31.59,39.82,38.78,48.22,56.76,41.04,40.58,59.51,31.94,38.63,38.215,31.54,46.68
2013-05-13,163.54,19.31,31.5,39.63,38.63,48.57,56.78,41.12,40.3,59.3,31.9,37.84,38.09,31.73,46.21
2013-05-14,165.27,19.64,31.62,39.91,39.11,49.07,57.35,41.21,40.78,60.5,32.359,37.65,38.665,32.07,46.92
2013-05-15,166.1,19.82,31.71,40.25,39.27,49.32,57.66,41.7,41.01,60.32,32.42,37.17,38.89,32.37,47.8
2013-05-16,165.31,19.69,31.86,39.93,39.07,48.82,57.0,42.03,40.81,59.85,31.88,37.01,38.46,32.17,47.359
2013-05-17,166.97,19.96,32.2,40.33,39.66,49.1,57.57,41.89,41.3,61.24,32.42,37.29,38.87,32.28,47.43
2013-05-20,166.93,19.99,32.18,40.14,39.78,48.78,57.37,41.91,41.32,62.63,32.1189,38.71,39.055,31.85,47.81
2013-05-21,167.19,20.04,32.09,40.2,39.83,49.29,57.63,41.63,41.24,62.25,32.07,38.92,39.35,31.81,48.1675
2013-05-22,165.85,19.82,31.75,39.52,39.48,49.27,57.1,41.58,40.73,61.27,31.64,38.45,38.97,30.98,46.54
2013-05-23,165.43,19.71,31.75,39.24,39.38,49.27,56.93,41.14,40.69,61.39,31.79,38.12,39.158,31.24,45.7
2013-05-24,165.32,19.73,31.7,38.83,39.25,49.13,56.81,41.32,40.57,61.05,31.73,37.81,38.8,31.46,44.899
2013-05-28,166.3,19.93,31.83,38.4,39.46,49.59,57.33,42.06,40.93,61.98,31.93,38.19,39.035,32.07,44.46
2013-05-29,165.22,19.93,31.75,37.83,39.23,48.85,56.78,41.53,40.82,61.92,31.19,38.07,38.755,31.57,42.87
2013-05-30,165.82,20.16,31.95,37.91,39.46,49.18,56.74,41.02,40.925,61.72,31.21,38.49,38.885,31.52,42.59
2013-05-31,163.44,19.83,31.65,37.68,39.09,48.12,56.12,40.72,40.29,60.39,30.88,37.64,38.795,31.37,41.61
2013-06-03,164.38,19.87,31.82,37.75,39.28,48.35,56.4,40.155,40.5,60.97,30.66,38.05,38.865,31.12,42.27
2013-06-04,163.505,19.68,31.69,37.6,39.06,48.03,56.15,40.56,40.43,60.85,29.97,37.75,38.715,30.89,41.86
2013-06-05,161.26,19.35,31.37,37.29,38.35,47.38,55.25,40.385,39.6,59.88,29.58,37.18,38.285,30.88,41.51
2013-06-06,162.7,19.64,31.48,37.75,38.59,48.06,55.82,39.99,39.82,60.47,30.24,37.27,38.55,31.64,42.6
2013-06-07,164.81,19.97,31.75,38.025,39.32,48.52,56.82,40.45,40.17,61.47,30.49,36.75,39.175,31.42,41.87
2013-06-10,164.76,19.99,31.8,37.95,39.2,48.58,56.66,40.85,40.38,61.35,30.29,36.8,39.265,31.58,41.81
2013-06-11,163.12,19.65,31.48,37.72,38.85,48.38,56.12,40.45,39.82,60.05,29.8,36.08,38.855,30.9,40.98
2013-06-12,161.77,19.45,31.235,37.31,38.58,47.89,55.5,40.73,39.62,59.45,29.74,35.79,38.38,30.75,39.77
2013-06-13,164.21,19.81,31.61,37.95,39.14,48.63,56.5,40.47,40.32,60.53,30.8,36.54,39.05,31.84,40.43
2013-06-14,163.18,19.55,31.39,37.99,38.88,48.52,56.33,40.73,40.06,59.76,30.81,35.87,38.795,31.46,40.41
2013-06-17,164.45,19.75,31.68,38.12,39.19,48.66,56.65,40.83,40.37,60.87,31.27,35.78,39.02,31.33,40.44
2013-06-18,165.74,19.86,31.925,38.38,39.64,49.08,57.225,41.06,40.56,61.38,31.56,35.93,39.39,31.29,41.4
2013-06-19,163.46,19.59,31.53,37.5,39.04,48.29,56.5899,41.21,40.265,60.95,30.84,35.38,38.93,30.53,39.64
2013-06-20,159.38,19.17,30.834,36.43,38.15,47.07,55.09,40.05,39.22,58.42,29.37,34.19,37.94,28.45,37.03
2013-06-21,158.985,19.115,30.53,36.54,38.19,47.29,55.08,39.21,38.81,58.17,28.87,33.92,37.74,28.24,37.29
2013-06-24,157.03,18.77,30.14,36.522,37.55,46.88,54.51,39.15,38.16,57.21,28.4101,32.38,37.295,27.82,36.9
2013-06-25,158.59,19.13,30.41,36.99,37.98,47.1,55.02,39.44,38.43,58.31,28.81,32.75,37.655,28.2,37.91
2013-06-26,160.14,19.325,30.56,37.47,38.35,47.81,55.735,39.57,38.58,58.45,29.07,32.11,37.915,28.381,38.12
2013-06-27,161.13,19.57,30.705,37.54,38.73,47.9751,56.22,39.99,38.55,58.36,29.79,32.54,38.295,29.14,39.37
2013-06-28,160.2,19.43,30.56,37.66,38.5,47.56,56.36,39.84,38.33,58.25,29.43,33.16,38.285,28.81,39.07
2013-07-01,161.35,19.53,30.75,37.17,38.89,47.77,56.8,39.91,38.61,58.61,29.72,33.43,38.675,29.02,39.3
2013-07-02,161.16,19.54,30.8,37.13,38.47,47.63,56.9,39.94,38.47,58.72,29.43,33.31,38.73,28.9,39.97
2013-07-03,161.35,19.4701,30.98,37.08,38.49,47.58,57.18,39.88,38.46,59.04,29.61,33.14,38.8,29.07,38.87
2013-07-05,163.0,19.82,31.18,36.91,39.1,48.21,57.78,40.08,38.72,59.96,29.45,32.9,39.295,29.32,38.91
2013-07-08,163.91,19.96,31.15,37.44,39.2,48.48,58.29,40.08,38.95,60.11,29.22,33.11,39.805,29.04,39.03
2013-07-09,165.09,20.13,31.28,37.72,39.76,48.61,58.54,40.7,39.55,60.76,30.04,33.78,40.12,30.08,39.61
2013-07-10,165.16,20.01,31.3951,37.91,39.75,48.95,58.59,40.73,39.53,60.71,30.045,33.97,40.19,30.0,40.11
2013-07-11,167.43,20.19,31.91,38.52,40.38,49.57,59.43,41.21,40.19,61.34,31.14,35.05,40.505,30.76,41.3
2013-07-12,167.7,20.34,31.93,38.63,40.13,49.88,59.73,41.35,40.04,61.27,31.15,34.52,40.415,30.73,40.82
2013-07-15,168.19,20.44,32.01,39.27,40.28,49.91,59.57,41.5,40.14,60.81,30.84,34.53,40.596,30.67,41.14
2013-07-16,167.52,20.36,32.04,39.05,40.06,49.665,59.25,41.13,39.82,60.69,30.59,34.81,40.32,30.19,41.105
2013-07-17,167.96,20.45,32.07,39.01,40.18,49.75,59.29,41.41,40.19,61.25,30.66,34.94,40.32,30.37,41.245
2013-07-18,168.89,20.73,31.99,39.4099,40.59,49.91,59.62,41.41,40.21,62.25,30.57,35.43,40.575,30.5,41.6
2013-07-19,169.17,20.72,31.45,39.37,41.0,50.59,59.575,41.57,40.41,62.84,30.79,35.5,40.42,30.67,40.94
2013-07-22,169.5,20.865,31.55,39.34,41.03,50.8,59.53,41.84,40.53,62.66,30.7,36.09,40.5,30.2,40.52
2013-07-23,169.23,20.81,31.43,39.47,41.0,50.63,59.45,41.75,40.64,62.8,30.81,37.02,40.44,30.37,40.57
2013-07-24,168.53,20.64,31.62,38.86,40.69,50.56,59.25,41.74,40.26,61.57,30.18,35.75,40.17,30.31,39.47
2013-07-25,168.95,20.66,31.64,39.21,40.7,50.82,59.31,41.28,40.64,62.4,29.77,35.9816,40.64,29.5,39.75
2013-07-26,169.13,20.6301,31.7,39.34,40.57,51.14,59.53,41.42,40.49,62.08,29.61,36.34,40.65,29.29,39.75
2013-07-29,168.57,20.49,31.69,39.43,40.46,51.0,59.22,41.47,40.71,61.75,29.4,36.12,40.585,29.03,39.38
2013-07-30,168.58,20.47,31.84,39.55,40.63,50.98,59.061,41.51,40.615,61.83,29.7,35.78,40.72,29.78,39.29
2013-07-31,168.61,20.485,31.73,39.25,40.78,51.02,59.35,41.41,40.475,62.35,30.1,35.68,40.84,30.37,38.66
2013-08-01,170.66,20.81,32.06,39.58,41.47,51.32,60.3,41.6,40.78,64.12,30.33,35.64,41.465,30.42,37.36
2013-08-02,170.93,20.81,32.22,39.56,41.55,51.35,60.73,41.61,41.02,63.85,30.8,35.4,41.545,30.74,37.52
2013-08-05,170.73,20.765,32.29,39.28,41.39,51.27,60.58,41.74,40.905,64.19,30.61,35.44,41.505,30.37,37.77
2013-08-06,169.75,20.58,32.11,39.07,41.08,51.06,60.32,41.76,40.53,63.63,29.93,34.61,40.99,29.46,37.99
2013-08-07,169.2,20.45,32.03,39.28,41.02,51.08,59.81,41.59,40.53,62.7,29.42,34.33,40.39,28.81,37.44
2013-08-08,169.79,20.485,32.12,39.41,41.21,51.09,60.22,41.65,41.14,63.16,29.62,35.74,40.79,29.4,37.57
2013-08-09,169.3,20.43,31.97,39.14,41.07,50.91,60.06,41.67,41.39,63.09,29.52,36.75,40.71,29.13,38.39
2013-08-12,169.11,20.345,32.18,38.92,41.13,50.71,60.01,41.41,41.31,62.8,29.69,37.36,40.905,29.5,38.89
2013-08-13,169.61,20.425,32.39,38.74,41.31,50.87,60.0,41.55,41.46,62.65,29.43,36.78,41.12,29.04,38.07
2013-08-14,168.74,20.36,32.38,38.48,41.02,50.47,59.35,41.46,41.38,62.27,28.92,37.45,40.825,27.99,37.58
2013-08-15,166.35,20.06,31.85,37.95,40.56,49.66,58.3,40.88,41.08,62.03,28.96,37.56,40.02,27.54,36.41
2013-08-16,165.88,20.03,31.81,37.54,40.61,49.39,58.1,40.46,40.76,61.74,28.99,37.06,39.675,27.72,35.13
2013-08-19,164.77,19.75,31.72,37.2499,40.4,49.49,57.86,40.27,40.41,60.48,28.33,36.05,39.455,26.89,34.46
2013-08-20,165.58,19.94,31.77,37.58,40.47,49.62,58.42,40.19,40.67,61.12,29.07,36.66,40.08,27.3,35.03
2013-08-21,164.58,19.81,31.69,37.14,40.19,49.36,57.93,40.01,40.38,60.44,28.98,35.96,39.525,26.98,35.16
2013-08-22,165.99,20.04,31.84,37.37,40.74,49.64,58.52,39.82,40.83,61.71,29.46,37.12,39.56,27.62,35.88
2013-08-23,166.59,20.05,32.06,37.66,40.75,49.77,58.52,40.08,41.18,62.31,29.1,37.65,39.45,27.64,36.36
2013-08-26,165.98,19.94,31.93,37.36,40.66,49.87,58.4,40.22,41.19,62.44,29.26,37.86,39.44,27.5,36.02
2013-08-27,163.32,19.44,31.34,37.34,39.84,49.01,57.46,39.45,40.44,61.94,28.61,36.74,38.67,26.68,36.07
2013-08-28,163.92,19.49,31.39,37.5,39.87,49.24,57.75,39.45,40.37,62.76,28.6,36.5,38.92,27.03,35.38
2013-08-29,164.17,19.54,31.55,37.29,39.99,49.39,58.02,39.08,40.5,62.35,28.93,36.35,39.25,26.59,35.99
2013-08-30,163.57,19.44,31.4,37.29,39.76,49.22,57.63,39.51,40.43,61.99,28.55,35.97,38.94,26.07,35.43
2013-09-03,164.38,19.61,31.44,36.89,40.02,49.54,58.101,39.69,40.68,62.64,28.565,36.2,39.055,25.72,35.13
2013-09-04,165.76,19.76,31.74,36.87,40.42,50.11,58.69,39.46,41.06,62.96,28.7,36.4,39.36,25.96,35.44
2013-09-05,165.915,19.805,31.74,36.72,40.52,50.17,58.74,39.79,41.15,63.31,28.65,36.63,39.595,26.42,35.38
2013-09-06,165.98,19.795,31.78,36.97,40.5,50.19,58.63,39.81,41.07,63.59,28.99,36.96,39.41,27.02,35.86
2013-09-09,167.64,20.03,32.14,37.13,41.01,50.51,59.17,39.78,41.69,64.34,29.97,37.78,40.035,27.96,36.74
2013-09-10,168.89,20.27,32.355,37.4,41.61,50.83,59.74,40.16,42.07,64.16,30.06,38.07,40.47,27.66,36.23
2013-09-11,169.4,20.29,32.21,37.04,41.78,51.19,60.1601,40.01,42.32,64.85,30.24,38.39,40.55,28.03,36.35
2013-09-12,168.95,20.15,32.23,36.95,41.61,51.11,60.05,40.39,41.9,64.67,30.14,37.4,40.18,27.53,36.16
2013-09-13,169.34,20.2,32.25,37.22,41.72,51.21,60.22,40.48,42.17,64.75,30.22,37.09,40.39,27.18,36.82
2013-09-16,170.31,20.415,32.191,37.33,42.27,51.65,60.47,41.06,42.63,64.55,30.48,37.24,40.44,26.68,37.15
2013-09-17,171.04,20.52,32.38,37.53,42.45,51.69,60.83,41.08,42.52,65.4,30.74,37.85,40.885,26.8,37.19
2013-09-18,173.1,20.71,32.78,38.66,42.98,52.02,61.53,41.2,43.49,66.24,31.74,39.38,41.31,27.82,38.48
2013-09-19,172.81,20.62,32.81,38.46,43.12,51.86,61.52,41.79,43.35,65.99,31.35,39.09,41.39,26.76,38.43
2013-09-20,170.71,20.42,32.415,37.53,42.61,51.54,60.95,41.26,42.61,65.44,30.735,37.78,41.155,26.89,37.81
2013-09-23,169.93,20.13,32.5,37.99,42.48,51.19,60.52,40.94,42.32,65.48,30.4,37.54,41.0,26.92,38.075
2013-09-24,169.53,20.015,32.39,37.96,42.63,50.94,60.61,40.8,42.29,65.78,30.81,37.45,41.12,27.47,37.76
2013-09-25,169.08,20.12,32.31,37.698,42.44,50.53,60.3,40.59,42.39,66.08,30.82,37.47,40.95,27.56,37.63
2013-09-26,169.65,20.12,32.43,37.66,42.63,50.7,60.83,40.32,42.66,66.49,30.89,37.51,41.2,27.79,38.04
2013-09-27,168.94,20.045,32.22,37.4,42.36,50.71,60.84,40.34,42.16,66.3,30.63,36.92,41.19,27.9,38.13
2013-09-30,168.01,19.905,32.05,37.37,42.11,50.6,60.61,39.95,42.0,65.86,30.59,36.65,41.005,27.87,37.94
2013-10-01,169.33,20.045,32.35,37.48,42.38,51.24,61.13,39.78,42.19,67.19,30.81,36.8,41.465,28.4,39.18
2013-10-02,169.15,20.04,32.34,37.53,42.18,51.129,61.06,39.92,42.29,67.27,30.86,37.15,41.48,27.5,38.8
2013-10-03,167.67,19.88,32.04,37.07,41.71,50.64,60.45,39.89,41.93,67.44,30.47,36.8,41.1,26.82,37.96
2013-10-04,168.86,20.06,32.19,37.16,41.99,51.21,60.99,39.76,42.54,68.43,30.27,37.19,41.38,26.87,37.29
2013-10-07,167.45,19.819,32.02,36.98,41.69,50.66,60.14,39.58,42.05,67.27,29.84,37.3,40.66,26.65,37.23
2013-10-08,165.48,19.57,31.53,37.23,41.22,49.92,59.15,39.75,41.36,65.97,29.15,36.63,39.88,26.25,36.54
2013-10-09,165.58,19.631,31.67,37.38,41.2,49.85,58.95,39.73,41.44,65.4,29.095,36.58,39.875,26.7625,36.8
